"","logFC","AveExpr","t","P.Value","adj.P.Val"
"SPRR3",6.78833199104049,2.33570666354873,13.2273070983797,3.44396652215222e-27,3.93610933816777e-23
"TMPRSS11B",5.69417440683482,2.21541016405634,12.7458275390408,6.55020540960893e-26,3.74311488132102e-22
"SPRR1B",3.96706613653324,2.16090209686614,8.58076979225995,5.78368869668029e-15,2.20339260381197e-11
"STC1",-4.6381057947578,2.1762134400089,-7.87295025609412,3.34059635874408e-13,9.54491894602154e-10
"CYGB",-6.2482833564976,2.82396554574323,-7.41926870058421,4.19535884751498e-12,9.58975125364974e-09
"CALB2",-4.15067426952026,2.14606588839751,-6.94059495180836,5.63534835091155e-11,1.07343993837614e-07
"UGT2A1",3.02930110154029,2.31380636035681,6.76879798773126,1.40383539323876e-10,2.29206210133226e-07
"ECM1",4.37107234634408,2.98012708517286,6.27900385152999,1.77780125967884e-09,2.53981132460869e-06
"CLMP",-4.21763685018698,2.30093546777818,-6.07562582023944,4.95125965492533e-09,6.28754962179351e-06
"EMCN",-3.68765660439485,2.13734552944884,-6.04191543131338,5.85613688413035e-09,6.4885631277695e-06
"KRT78",4.3095304007858,2.24813900483432,6.0290238320564,6.24500782268479e-09,6.4885631277695e-06
"C1QTNF1",-3.93531822502221,2.20737086144208,-5.99543419558472,7.376526602977e-09,7.02552687878534e-06
"COL4A1",-3.93157393822232,2.14723767315727,-5.8474822218108,1.52735340175131e-08,1.34277861758582e-05
"AARD",-3.88743452582943,2.22052215405622,-5.70180483166359,3.0953203539185e-08,2.52688688035246e-05
"SLC5A8",2.83760104449452,2.32595770351066,5.56472133673381,5.9582567575497e-08,4.3476316312266e-05
"MSMB",4.29345212747196,2.87905009091431,5.55336650256636,6.29150190094102e-08,4.3476316312266e-05
"TMEM233",-3.75764422002544,2.25581712777582,-5.54747153204599,6.46685954421666e-08,4.3476316312266e-05
"SOX18",-3.68921316793242,2.13156781751571,-5.52506271869329,7.18965815917207e-08,4.56503350562098e-05
"FAM110D",-3.78812970509668,2.23432231859227,-5.39787736733435,1.30566468984792e-07,7.85391670540625e-05
"PCDHGA11",-3.60898895428598,2.15372505555833,-5.20635879672959,3.15428924130737e-07,0.00018025185869451
"CLEC14A",-3.72711396719207,2.3047454712433,-5.1695837564965,3.728381370445e-07,0.000202912717537218
"C7",-3.45560713315197,2.12329060137517,-5.15304331883144,4.01760884215645e-07,0.000208714779350028
"MMRN1",-3.9677528826547,2.23506816666329,-5.10827598304016,4.91968871445565e-07,0.000244465749206581
"CABP4",-4.14774894763578,3.20544880466591,-5.02510350526248,7.14245824811556e-07,0.000340129813823803
"GREM1",-3.74609339931324,2.50786319575096,-4.93929941849116,1.04364164238351e-06,0.000477111213232045
"SMAD9",-3.85990445985223,2.23020947234461,-4.86474987245897,1.44728437065476e-06,0.00063619281046974
"EDN1",-4.20108380817214,2.60550003757281,-4.84270919959435,1.59475710914683e-06,0.000675054777794039
"ADGRL4",-3.46003585055764,2.10621264827604,-4.82911169615531,1.68885898133625e-06,0.000689356046346144
"RAMP3",-3.45749302027513,2.11602193857914,-4.80408132417358,1.8822761769132e-06,0.000741811531928998
"KDM4A-AS1",-4.80220472924705,3.13166811699029,-4.78916199619432,2.0183487486121e-06,0.000768923594929589
"SPDYE5",-3.72075918428414,2.40577728708395,-4.76665789989293,2.2130512020532e-06,0.000810739742050098
"RASAL2-AS1",-3.63759742642321,2.72661581313304,-4.76071262759296,2.26998615325953e-06,0.000810739742050098
"MEOX1",-3.58390856824561,2.26039053007475,-4.74949956479542,2.38177520923116e-06,0.000824888147463725
"RAD54L",-3.88183677692232,2.83925908065278,-4.72469354944283,2.65084562041007e-06,0.00089107395869608
"ACKR1",-3.44642091245124,2.15845304263103,-4.67838878672087,3.22630226965439e-06,0.00105352596113943
"GAREM2",-3.84696744729891,2.53907629994053,-4.6033231217475,4.4358601399506e-06,0.0014082623760971
"PCDH12",-3.57199020130379,2.31074802961173,-4.59623857243224,4.56613050652415e-06,0.00141044069078553
"PI3",2.93305837606455,2.36032916014471,4.58584152171401,4.7655846299261e-06,0.0014333122825112
"CD300LG",-3.43521349700242,2.20096633244633,-4.53694801688722,5.8491268390813e-06,0.00171409411907334
"FLRT2",-3.401292965937,2.34380517587549,-4.5304669974107,6.00858792985463e-06,0.00171680378625771
"COL15A1",-3.78197851812768,2.81567278531681,-4.50839869600615,6.59279059842391e-06,0.00181405983502679
"CXCL12",-3.44900015627652,2.14862479373958,-4.49869432406769,6.85605085561924e-06,0.00181405983502679
"CAV1",-4.66213270043833,2.54827093546772,-4.49894726210402,6.89793863511068e-06,0.00181405983502679
"IL12RB1",-4.29388750420511,4.9676124412165,-4.49519534252537,6.98386846978552e-06,0.00181405983502679
"ARHGEF15",-3.44584242820547,2.16065608197769,-4.45936785168527,8.06424703888584e-06,0.00190731951849921
"SYN2",-3.84722860083643,2.45210594377006,-4.45745140869141,8.14003688091328e-06,0.00190731951849921
"CLSPN",-4.88101727240564,4.19988510937907,-4.45808394759419,8.1893729936799e-06,0.00190731951849921
"RDH16",-3.88177153355934,2.33380351939675,-4.45513059726165,8.21957334057487e-06,0.00190731951849921
"CDK15",-3.45173600301358,2.13818956884013,-4.44773147962909,8.45957962290002e-06,0.00190731951849921
"GINS1",-4.0355903684795,3.27113260859754,-4.44714528304762,8.50139176557857e-06,0.00190731951849921
"NGFR",-3.73127850352277,2.28253664096068,-4.44648648935698,8.5110941852708e-06,0.00190731951849921
"CNGA3",-3.38412292595917,2.17176202138421,-4.42450969406651,9.30307269475222e-06,0.00204470803516006
"CRHBP",-3.3967591970785,2.36737318241417,-4.41909167308773,9.51190275766166e-06,0.00205116106825123
"ITGA2B",-3.5962208377195,2.20308306932557,-4.41142582157387,9.82081326073568e-06,0.00207855693994348
"HIST1H4F",-3.62996027722861,2.19231546057411,-4.40007594546029,1.02879367579755e-05,0.00213783325830731
"HOXA10",-3.78546184117031,2.62817481633998,-4.3838947634875,1.09968862206109e-05,0.00224434665384574
"MUC5AC",3.05256116232524,2.54425956808459,4.3767890661477,1.12941018758025e-05,0.00226456649716749
"ADAM11",-3.4314189972987,2.21523825659327,-4.36503902109234,1.18554485357705e-05,0.00230503618249833
"ST8SIA6",-3.93890491970514,2.34161395749931,-4.36471030171563,1.18993030682826e-05,0.00230503618249833
"LINC01781",-3.65878364052703,2.24588152874319,-4.35231908047132,1.24934118152889e-05,0.00237978672728228
"GALNT15",-3.43819406181461,2.18973924249502,-4.34108731254909,1.3062860592504e-05,0.00242885273877713
"MAMSTR",-3.96075193517458,2.76131898198234,-4.33959551915634,1.31760320066657e-05,0.00242885273877713
"DEPDC1B",-4.30768741405269,3.10031490963986,-4.33418253038744,1.35059529965068e-05,0.00245015137773137
"AATK",-4.39745661726438,2.92552749296397,-4.31386489448344,1.46746955040047e-05,0.00262057960805109
"PREX2",-4.31068350918728,2.27427351716869,-4.27769261969998,1.69577295031013e-05,0.00298169062293761
"SLC47A1",-3.80893843927212,3.87341497347202,-4.26773074131715,1.75732339113933e-05,0.00304309833898961
"HRCT1",-3.74657526345306,2.22994767357712,-4.26376955300748,1.78466433265421e-05,0.00304431771013508
"LINC02361",-3.94534760447659,3.40574343005089,-4.24779389936589,1.9047652085014e-05,0.00320140611293566
"CYP2F1",2.84655492973793,2.50201227548708,4.24043358182454,1.95275858725875e-05,0.00323450404257685
"DNAJB5",-3.84841688497206,3.15378460484645,-4.20733390567177,2.23529673175312e-05,0.00364960090674378
"TSPAN18",-3.8698949712789,2.41106500817898,-4.19494205418838,2.34799664263162e-05,0.00377961318713194
"ODAPH",-3.58843910977617,2.2337328071997,-4.18997606720928,2.38994480424715e-05,0.00379370543996399
"FSCN1",-4.59268849888032,3.53690372750622,-4.18171622000464,2.49417844517327e-05,0.00390492677395689
"ZNF367",-4.16697411036786,3.37032350900032,-4.17179230459389,2.57982894381191e-05,0.00398444121605761
"SMIM24",-3.56534960822102,2.33875140576153,-4.16158177329878,2.67221299750287e-05,0.00407209631312805
"IL21",-3.43414089019042,2.20500250451957,-4.12180201934156,3.12009450039633e-05,0.00467794272927689
"SCARB1",-4.21513043971479,4.06901462667242,-4.12094552688834,3.15164572713554e-05,0.00467794272927689
"C11orf96",-4.38839843995401,2.58893145667871,-4.08194699481283,3.67792360151761e-05,0.00538910113355702
"COL13A1",-3.58370138644913,2.26126883370033,-4.05192642698545,4.09498765266505e-05,0.00592425492181125
"TNXB",-3.96811346669025,2.36533588540992,-4.04459987046454,4.22731348977137e-05,0.00601104933356579
"RUNDC3A-AS1",-3.56661078971425,2.33343172289593,-4.04162941287961,4.26017145873505e-05,0.00601104933356579
"MS4A2",-3.62568173854831,2.50923046568063,-4.03084597289381,4.44257852778829e-05,0.00619197926757224
"HIST1H2AD",-3.44312676115187,2.17099186970441,-4.02297399947292,4.57287349495067e-05,0.00629679170768569
"MGP",-3.10758694991947,2.42969347591323,-4.01148443259238,4.7705177412688e-05,0.00649074372201919
"ENPP1",-4.32153092894942,2.84375205642322,-3.98085865291169,5.42591037749287e-05,0.00722151154365038
"FAM153C",-4.87836757109138,2.63830748873372,-3.98320865038017,5.43398366220957e-05,0.00722151154365038
"SHE",-3.41060003267612,2.29967209392142,-3.97020581749289,5.59224003819587e-05,0.00734640360879776
"ROBO4",-3.42276265353234,2.24978302868096,-3.93664994029439,6.35099258302423e-05,0.00824835161720272
"CEACAM21",-4.36245006509786,4.66978433699345,-3.93384303378742,6.49461886532277e-05,0.00834011224851392
"CHRNA6",-3.39740825564871,2.36388589332719,-3.92312929543303,6.68217043163849e-05,0.00848561398479959
"LDLRAD3",-3.87124066847085,3.41473030552661,-3.91083802433472,7.03215860340043e-05,0.00875550137788759
"TPSD1",-3.59775668967134,2.19714654281173,-3.90532573756595,7.15756252208787e-05,0.00875550137788759
"MND1",-4.58516998765754,3.34802326965952,-3.90791636362081,7.1955887645285e-05,0.00875550137788759
"SCGB3A2",-3.65324226668032,2.26834573063518,-3.90386062535311,7.20112984094351e-05,0.00875550137788759
"BMP6",-3.5614176191193,2.34861459556231,-3.89962125399638,7.31010418575045e-05,0.00876476573992193
"RBP5",-3.42533829348219,2.23915233940332,-3.89469541635356,7.43763843696099e-05,0.00876476573992193
"F2RL3",-3.41820328362163,2.26854373784579,-3.89463795640868,7.43881596616001e-05,0.00876476573992193
"HIST1H3F",-3.63180169245492,2.20088347904101,-3.8736050262778,8.06449096968803e-05,0.00925999017706721
"LINC00243",-3.94287074542016,2.59463011327191,-3.87411966099998,8.08042584904879e-05,0.00925999017706721
"SEMA3G",-3.41750626923814,2.27140874331881,-3.87181130226646,8.10218757289982e-05,0.00925999017706721
"OTUD7A",-3.63630282987619,2.73425958202254,-3.84935132196316,8.82891422154977e-05,0.00999065946911805
"CCNE1",-3.86902876573711,3.32794712061505,-3.83302624578039,9.40988205560218e-05,0.0105436805895566
"SIGLEC8",-3.44446438332332,2.16590219254255,-3.82677769256701,9.58214783733603e-05,0.0106324628769819
"RNF165",-3.73139922482215,2.57900558091999,-3.81467481835284,0.000100538903400019,0.0110486454515271
"HOXB7",-3.93647437514647,3.39899781518664,-3.79402423799559,0.000108844937680927,0.0117880866652595
"GPR15",-3.43854560101865,2.18840429625214,-3.79083320028034,0.00010941860402666,0.0117880866652595
"GCSAML",-3.40396840749632,2.33102246991755,-3.78366144807086,0.00011230528355053,0.0117880866652595
"ZNF385D",-4.12276140294753,2.42252617570248,-3.78546606442254,0.00011270555006862,0.0117880866652595
"ADAMTSL2",-3.38242937074764,2.44426979055535,-3.78013430232893,0.000113746659644198,0.0117880866652595
"LINC02207",-3.3783637273568,2.46628629332754,-3.77957133697005,0.000113977686105696,0.0117880866652595
"PPP1R14A",-4.28455632855175,3.41676734946946,-3.78208016037504,0.000114487498455141,0.0117880866652595
"HIST1H2AH",-3.85694300187414,2.45882428138574,-3.77660758803039,0.000115918460456027,0.0118288578977851
"HIST1H2BL",-3.44630135085761,2.15890840712687,-3.7651342620562,0.00012025851243737,0.0121631375101479
"TRBV3-1",-3.43423771701741,2.20463820995998,-3.758761934014,0.000123081969003567,0.0123395072258049
"SNHG22",-3.33533820929347,2.75460425713788,-3.75608780710546,0.000124169220418566,0.0123402610449025
"KCNA2",-3.38351454274742,2.43847985295935,-3.74764542265629,0.000128119060750565,0.0126230409079155
"SPTB",-3.42513537496836,2.23999053150429,-3.73932856858507,0.000132124274348415,0.0128378463604975
"PDE2A",-3.72331579604575,2.54571175551688,-3.73867351325808,0.000132947298317645,0.0128378463604975
"DLGAP3",-3.63219742214061,2.75929019292743,-3.73527680668093,0.000134431711782197,0.0128378463604975
"ELOVL6",-4.25850402750179,3.11486778374551,-3.73582773441655,0.000135658090291343,0.0128378463604975
"SPARCL1",-2.5751449358838,2.32219190229299,-3.73013758607417,0.000135915601506711,0.0128378463604975
"KRT1",-3.43874549825742,2.18764512318493,-3.72668148563896,0.000138373652360991,0.0129628891215882
"FAM111B",-4.27873201552674,3.57565410740318,-3.72394564905606,0.000141753016233715,0.0131698820932351
"KRT17",2.79537437459174,2.41578123394373,3.71651895848938,0.000142887862416761,0.0131698820932351
"NTM",-3.42560584649432,2.23804706105611,-3.71015842527339,0.000146911128401598,0.0134323782920149
"SCNN1B",2.43736123503279,2.3495560446827,3.70632699620108,0.000148113922048128,0.0134348731356194
"A1BG-AS1",-3.72781693208499,3.91177036964458,-3.70378005105024,0.000150968840142976,0.0135090667013385
"HIST2H2AB",-3.75842911731328,2.36033616763065,-3.70331822424709,0.000151295873459736,0.0135090667013385
"CACNA2D4",-3.8482602790976,4.10302350788217,-3.69941683252393,0.000153685481694658,0.0136160571340175
"ERVFRD-1",-3.41179730666672,2.29479706771192,-3.68279706733398,0.00016216990188583,0.0141911543677031
"PTPRB",-3.57670319757739,2.28366796248596,-3.68255569506483,0.000162660007189527,0.0141911543677031
"MLXIPL",-3.55505671918572,2.38626493605381,-3.67678070014152,0.000166035648905574,0.0143623165350453
"MAL",4.09772913054536,3.54448259445143,3.677615650361,0.000167135191106923,0.0143623165350453
"MCM10",-4.09811047292832,2.9983589662365,-3.67502416643925,0.000168712662480915,0.0143896792499581
"GATA2",-3.54861328035783,2.41672198726456,-3.66816486491079,0.000171257260753977,0.0144069077175483
"MIR9-3HG",-3.65776182076944,2.45728707730861,-3.6662182414381,0.000172743379850868,0.0144069077175483
"HIST1H3A",-3.69032663824751,2.53343019699252,-3.66608391500025,0.000172916757052444,0.0144069077175483
"SERPINB10",-3.27505096421566,2.29576233027013,-3.66288317625385,0.000173956887306122,0.0144069077175483
"PDE1B",-3.51109366607693,3.99217285840979,-3.6384504634866,0.000190440237268008,0.0155844557080754
"TNFSF11",-3.72383611163937,2.61286479058134,-3.63593463065534,0.000192815483929113,0.0155844557080754
"HIST1H2AK",-3.70561689453762,2.49714210109087,-3.63448271587283,0.000193760128583413,0.0155844557080754
"JAM2",-3.55115682682686,2.39693102174513,-3.63281204265164,0.000194436965789747,0.0155844557080754
"PRG4",-3.44039442139812,2.18138068764002,-3.63157151324076,0.000194993189802676,0.0155844557080754
"SIGLEC7",-3.77982506610619,3.99048271319388,-3.61967857439117,0.000204576664176933,0.0162154808413226
"DNASE1L3",-3.86708431342335,3.20088668626311,-3.61858411279897,0.000205726198441839,0.0162154808413226
"ZNF366",-3.60073268835064,3.04543879449373,-3.60143574389565,0.000217640253525935,0.016926683215483
"NKD1",-3.76322583842013,2.91115807374345,-3.6021571002602,0.000217711298685449,0.016926683215483
"ELN",-2.63551990226132,2.20957045172664,-3.58489825060762,0.000228584921215465,0.0175991382396876
"CDC45",-3.9635382842276,3.04134336112883,-3.58858540398402,0.000229440160793897,0.0175991382396876
"CDHR1",-3.42632680353166,2.23506816666329,-3.58163778085994,0.000232849518293966,0.0176876393336166
"GATD3B",-4.90799105823033,3.02536368349663,-3.59079790376737,0.000233689171351483,0.0176876393336166
"GNRH1",-3.60302661638749,2.94117481916438,-3.57076561121459,0.000242669151235194,0.0182464850622831
"AGRP",-3.72146007420837,3.91861862455042,-3.56779244341303,0.000245772608402461,0.0183590532119721
"ANKDD1A",-4.07424790515984,3.71293610057104,-3.55000626482675,0.000263801199768182,0.0194806211860421
"TRBV14",-3.43253460258494,2.21104413888345,-3.5458670786402,0.00026419601748504,0.0194806211860421
"CYYR1",-3.55501196826629,2.46985678511869,-3.53874078280621,0.000271451323848436,0.0198872896170755
"RTN4RL2",-3.54828621529788,2.50408234965061,-3.53247656979661,0.000277457472836085,0.020158887817316
"HAND2-AS1",-3.39973991728731,2.35160182176867,-3.53051210434709,0.000278686173342893,0.020158887817316
"NTS",-3.08586510407875,2.23492293713137,-3.5161014061392,0.000291878081092138,0.020980343325799
"HIST1H2AL",-3.96669800643467,2.60014435809739,-3.51183878377758,0.000300979190851859,0.0214993198265369
"JPH4",-3.49213436212739,3.21638903871504,-3.50409354439766,0.000306131227211007,0.0217200104583814
"TRAV13-2",-3.38747071354547,2.41725811014731,-3.50196216964842,0.000307869603137438,0.0217200104583814
"ST6GALNAC3",-3.34912602230727,2.65219741212826,-3.49818929305008,0.000311753220162062,0.0218590647437559
"PRR19",-3.57530309978573,2.64651937983038,-3.49687908151645,0.000314418001124368,0.0219114837490878
"CREB3L3",-3.39444613502569,2.37980422420549,-3.48378669128294,0.000328004108759987,0.0227197512667751
"DLC1",-3.40646856639617,3.32931558775611,-3.47114938286988,0.00034277343191745,0.0235997442974972
"MAPK12",-3.9096565442742,2.72496964253742,-3.46704043527231,0.000351481519881838,0.0240072471093413
"S1PR5",-3.61855640950353,2.23486522518812,-3.4639297694409,0.000352893299008604,0.0240072471093413
"FCGBP",3.30214982279779,3.36244382823206,3.45157555149088,0.000366129201462681,0.024760299665781
"BTNL9",-3.13999287070536,2.47479927250671,-3.43849747383927,0.000382061607574658,0.0256857771351222
"ZBTB20-AS5",-3.96996943955484,2.50196799123783,-3.44126560793702,0.000384993293743639,0.0257315108432518
"S100A14",2.23374005950912,2.56696041020278,3.43189446998673,0.00038837576469228,0.0257370293694768
"KIR2DL1",-3.42923394779809,2.22344834174692,-3.43419721028117,0.000389579672842724,0.0257370293694768
"DCHS1",-3.49357368099763,2.71136215501164,-3.42158900323613,0.000407349378512541,0.0267562991208036
"LINC00299",-4.10128067476616,2.84186454401886,-3.42283869930789,0.000411883282638439,0.026899508784427
"LRRC32",-3.41087923392239,2.29853544819856,-3.41552990236996,0.000415226228434901,0.0269637532089914
"CEACAM6",2.04203126502304,2.44574904923886,3.40717953349811,0.000422387532726927,0.0272738254889043
"UPK1B",2.37565714515556,2.56454240982595,3.38665500156753,0.000453096104697664,0.029092333598818
"HAS1",-3.4264173097898,2.23469414805037,-3.38372594323548,0.000463035221121303,0.0295644108502535
"MEFV",-3.53275982871292,3.41328089742398,-3.38054881524428,0.000469146769527822,0.0296965560945707
"PALD1",-3.49925935822068,3.67284862376557,-3.37960866021913,0.000470301570838857,0.0296965560945707
"TSPAN8",2.46151600703155,2.49205581468783,3.37057228847711,0.000478552283884435,0.0300515057830506
"HOXB6",-3.80306464076669,3.50783134106213,-3.3694683608367,0.00049051506434363,0.0306344080348817
"SNCG",-2.34189373858289,2.20771110226625,-3.3575687294881,0.000499748890390776,0.0310357518965709
"RUBCNL",-3.35671682127535,3.81175248473814,-3.35930648766914,0.000502372394860935,0.0310357518965709
"TMEM255B",-3.60609866673467,3.6329804746705,-3.35394098625726,0.000514465665891151,0.031611979007903
"NFE2",-3.62657791698856,3.47932260882709,-3.34946007954459,0.000522612405485961,0.0317756816295632
"MYBL1",-3.94629465309325,4.35336060486047,-3.3520389616331,0.000522690361917744,0.0317756816295632
"CLEC4F",-3.48544109730554,2.77772641628529,-3.34563361948057,0.000527629481358932,0.0318646443776732
"ADCY4",-3.45193239750176,3.1421759571852,-3.34423439073146,0.000529729847909521,0.0318646443776732
"C1orf61",-3.59165250611055,2.40560343428606,-3.34111856835422,0.00053711746297146,0.0321362003714269
"CD300LB",-3.51428498476261,3.024991860192,-3.33905089035067,0.000539867921192927,0.0321362003714269
"LINC00426",-3.64702333175333,3.45333995082879,-3.33323990478769,0.000552406686406497,0.0327122073520199
"NNMT",-3.95885439913135,2.61979278318113,-3.33145911107742,0.000560771261999533,0.0330363647082096
"MYBL2",-4.13846217596339,3.37177559585125,-3.3310912649453,0.000564763828514313,0.033100952800462
"IFNL1",-3.37321357363874,2.49693577516305,-3.32102721181557,0.000571847487137513,0.0333451271964012
"LINC02019",-3.51016680739722,3.25059975587131,-3.31973851637159,0.000576148884888546,0.0334063828954336
"PDE10A",-2.09515679234213,2.1735680877835,-3.31309312553144,0.000579597048834987,0.0334063828954336
"ZNF521",-3.62378085390416,2.40244683662237,-3.31776609623756,0.000581666829660626,0.0334063828954336
"CADPS",-3.41580654960034,2.27839189187594,-3.3078562629254,0.000598281206650275,0.03418877955403
"IL2",-3.36862434968609,2.52497160527292,-3.30007112437976,0.000613437535787728,0.0348804855548156
"GIMAP8",-3.65903954512349,4.12012008004722,-3.29354888136801,0.000631616289848383,0.0357363493894909
"UTS2",-3.34056235870527,2.71350118821956,-3.28898307062157,0.000636207006846389,0.0358187678879181
"PVALB",-3.43819415541925,3.13308317741259,-3.28040887978225,0.000656179017818914,0.0367621078169234
"CXCL5",-4.55340254435034,3.41796417271544,-3.28501511269438,0.000670505284390094,0.0373814872941189
"ADGRG3",-3.61611489600776,2.42638639412147,-3.27311910151336,0.000675503919751818,0.0374629315191926
"RHBDL3",-2.6148192734669,2.37526296083252,-3.26480188301828,0.00068172247214001,0.0374629315191926
"PIEZO2",-2.72949108385184,2.32816174691252,-3.26423906808222,0.000683743567906116,0.0374629315191926
"PLXNA4",-3.38593198671344,2.42551268231009,-3.26709198404273,0.000685077669744618,0.0374629315191926
"A1BG",-3.6615203041104,5.62954462073045,-3.26654631832251,0.000691389123626162,0.0376280299710638
"PRSS27",2.77048647206283,2.92520345096691,3.2586755651332,0.000696734892904264,0.0377392563554637
"SLC18A2",-3.37908104617931,2.46227496665096,-3.25531775997982,0.000712287438353128,0.0383152109209494
"IL21R-AS1",-3.56562597548758,2.45919797801651,-3.25603409497847,0.000714072965802976,0.0383152109209494
"CCM2L",-3.54099354195611,2.45253788168295,-3.25276061803818,0.000721392840600053,0.038527097080458
"SUCNR1",-3.82989380001618,4.12345409417091,-3.25012779942558,0.000734122726856383,0.038902568154648
"OLFM1",-3.7565769407311,2.57575846168597,-3.24788194299238,0.000737893942548909,0.038902568154648
"SEMA6A",-2.67651539709894,2.45184681238063,-3.23814055879907,0.00074467490860606,0.038902568154648
"LINC00996",-3.73839757350327,4.09954145322317,-3.24472452121787,0.000745259796189053,0.038902568154648
"NID1",-3.4472538343189,3.06800100979943,-3.24211380810626,0.000745442508169385,0.038902568154648
"CYSLTR2",-3.49490048500493,3.57021577147989,-3.2395090960681,0.000752861080033916,0.0391111331077619
"SLC24A3",-2.42855928195784,2.22536944850894,-3.23125976371484,0.000760126249188477,0.0393098773845027
"LINC01480",-3.60950773254644,3.34178834050103,-3.22766010411601,0.0007855530101065,0.0403126833446778
"GTSF1",-3.5484985819134,4.00253034265397,-3.2267261464254,0.000786571737322877,0.0403126833446778
"P2RX1",-3.43418444993495,3.92073540106262,-3.22273230429314,0.000794481264694551,0.0405362784562233
"CD5",-3.61668639986373,4.16287955324568,-3.21812677302373,0.000810882348334021,0.0411892193738201
"PMCH",-3.41811943161321,2.26888844545184,-3.21215256360861,0.000822305628652002,0.0415846505746183
"TRDV1",-3.39643348063395,2.36912336047003,-3.209034601958,0.000830299363254506,0.0418039269719637
"ADH1C",2.55775278588301,2.51318979693108,3.19961833029849,0.000843580376075648,0.0422863163077569
"PRICKLE1",-3.92046456240526,2.74507519524557,-3.20409801850043,0.000858012856051378,0.0428219604009223
"PSMA8",-3.35878744857004,2.58559769772178,-3.18838063989143,0.000887601056303378,0.0441060542282231
"SCT",-3.35626511550952,2.60238375723951,-3.18396412201569,0.000900453943447125,0.0445510308210268
"KIR2DL3",-3.38224116049811,2.44527407736918,-3.17915384291128,0.000915368651909551,0.0450937427701477
"FUT7",-3.45437059383271,3.90237508338038,-3.17735840414579,0.000922644230179039,0.0452570854365504
"ILDR2",-3.36517767847652,2.54604849078726,-3.16890720698012,0.00094604470042881,0.046206602056414
"SIGLEC14",-3.43064315416576,4.06949818873952,-3.16750099169355,0.000952163300696783,0.0463075504836746
"PLAT",2.90899956038583,3.05279924903171,3.162225179421,0.000956776601082069,0.0463347448040973
"ITGB1-DT",-3.99302769347057,2.51356041996173,-3.15384667362365,0.00101516125596424,0.0489547594701069
